ID,type,v1性別,v2出生年,v3學歷,v4任教學校類型,v5任教學校地點的所在縣市,v6擔任志工的頻率,v7參與宗教活動（如祈禱、誦經、慶典或參拜儀式等）的頻率,v8練習靜坐、冥想的頻率,v9使用社群網路平台（Facebook、Line、Twitter、We-Chat、Skype等）的頻率,v10是否有意願參加本研究於寒暑假期間辦理的教師心理健康促進工作坊,a01,a02,a03,a04,a05,a06,a07,a08,a09,a10,a11,a12,a13,a14,a15,b01,b02,b03,b04,b05,b06,b07,b08,b09,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,c01,c02,c03,c04,c05,c06,c07,c08,c09,c10,d01,d02,d03,d04,d05,d06,d07,d08,d09,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,d20,d21,d22,age,aa2,aa4,aa5,aa6,aa7,aa10,aa11,A_score,B_score,C_score,dd01,dd02,dd03,dd04,dd05,dd06,dd07,dd08,dd09,dd10,dd11,dd12,dd13,dd14,dd15,dd16,dd17,dd18,dd19,dd20,dd21,dd22,D_score
294,1,1,53,3,1,9,2,2,1,2,1,3,2,3,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,55,3,3,3,3,3,3,3,45,60,30,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,9
295,1,2,56,2,1,9,1,2,2,2,1,3,1,3,2,2,3,2,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,2,52,4,3,3,2,3,3,2,42,57,29,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,17
296,1,2,62,2,1,9,1,4,1,2,2,2,2,3,2,1,3,2,3,4,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1,1,46,3,3,4,2,3,3,3,44,67,30,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,0,0,19
297,1,2,47,2,1,14,1,2,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,61,1,1,1,1,1,1,1,39,80,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,1,1,60,2,1,14,1,3,1,3,2,3,3,4,3,2,3,2,3,3,1,2,2,2,2,2,2,3,2,3,3,2,3,3,2,3,3,1,2,4,3,3,3,3,3,4,3,3,2,3,3,3,3,3,3,2,2,1,2,2,2,2,3,2,3,2,2,3,2,2,2,3,2,4,4,3,4,4,48,2,2,3,2,3,4,3,40,55,28,1,0,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,3,3,2,3,3,34
299,1,2,62,3,4,10,2,1,1,2,2,3,4,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,46,1,2,2,2,2,2,2,35,60,30,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,1,1,1,14
300,1,2,52,2,1,7,3,4,1,4,1,3,1,4,1,1,1,1,4,3,2,2,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,56,4,4,4,4,4,3,3,56,73,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
301,1,2,64,2,1,16,2,1,1,4,2,2,4,4,2,1,2,1,4,4,1,3,3,3,2,3,4,2,4,2,3,4,3,2,4,4,3,3,3,4,4,3,3,3,3,4,4,2,4,3,3,4,4,4,4,4,2,1,2,1,1,2,3,3,2,2,3,3,1,2,2,2,2,3,1,2,2,1,44,1,3,4,3,4,4,2,46,65,36,1,0,1,0,0,1,2,2,1,1,2,2,0,1,1,1,1,2,0,1,1,0,21
302,1,1,65,3,1,16,2,2,1,4,2,2,2,2,2,2,2,2,3,3,4,3,3,3,2,2,3,3,3,3,3,3,3,2,3,3,3,1,3,4,3,3,3,3,2,3,3,3,4,3,3,2,3,3,3,3,1,2,2,2,2,2,3,3,2,1,1,2,1,2,3,2,2,3,2,2,2,2,43,3,3,3,3,3,1,2,38,57,30,0,1,1,1,1,1,2,2,1,0,0,1,0,1,2,1,1,2,1,1,1,1,22
303,1,2,55,3,1,16,2,4,1,3,1,3,2,3,2,2,2,1,3,3,2,2,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,4,3,1,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,53,3,3,3,3,4,3,3,46,70,32,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,14
304,1,1,52,2,1,9,1,2,2,2,1,3,2,3,2,2,3,2,3,3,2,2,3,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,3,56,3,3,3,2,3,3,3,42,59,30,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,2,19
305,1,2,57,3,1,9,1,1,1,2,2,3,2,4,1,1,1,1,3,3,2,2,3,3,2,3,4,4,3,3,4,3,3,3,3,3,3,1,2,3,2,3,2,2,1,2,4,3,4,4,4,3,3,3,4,3,1,2,2,2,1,2,2,2,2,2,2,2,2,3,3,2,2,2,1,2,2,2,51,3,4,4,4,4,3,3,49,54,35,0,1,1,1,0,1,1,1,1,1,1,1,1,2,2,1,1,1,0,1,1,1,21
306,1,1,64,2,1,9,2,1,1,3,2,3,2,2,2,2,3,2,3,3,3,2,2,2,3,2,3,3,2,2,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,3,3,3,3,2,2,3,3,3,2,1,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,3,44,3,3,3,2,3,2,3,39,43,27,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,2,17
307,1,1,48,2,1,14,2,2,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60,1,1,1,1,1,1,1,39,80,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,1,2,63,3,1,14,2,2,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45,1,1,1,1,1,1,1,39,80,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,1,2,53,2,1,14,2,2,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55,1,1,1,1,1,1,1,39,80,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,1,2,53,2,1,14,2,4,1,1,1,3,2,4,2,1,2,2,3,3,2,2,2,2,3,2,3,3,2,3,3,3,3,3,3,3,4,3,4,3,4,4,4,4,3,4,3,3,3,3,4,2,3,3,3,3,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,3,55,3,3,4,3,3,3,3,44,66,30,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,2,12
311,1,1,49,2,1,10,1,2,1,2,1,3,2,3,2,2,3,2,3,4,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,59,3,3,3,2,3,2,3,43,57,29,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,18
312,1,1,62,3,9,8,2,2,1,3,1,3,2,3,2,2,3,2,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,46,3,3,3,2,3,3,3,43,59,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22
313,1,1,61,3,2,8,1,3,2,3,2,3,3,3,1,2,1,1,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,47,2,4,3,4,4,3,3,47,67,31,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,18
314,1,1,41,2,1,9,1,1,1,4,2,3,1,4,1,1,4,1,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,67,4,4,4,1,4,4,4,56,71,40,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
315,1,2,63,3,9,10,1,2,1,2,2,2,3,2,3,2,3,2,3,3,2,3,2,2,2,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,1,2,2,2,2,2,3,3,3,2,1,2,2,3,3,3,3,3,3,2,2,2,45,2,2,3,2,3,3,2,35,58,27,0,1,1,1,1,1,2,2,2,1,0,1,1,2,2,2,2,2,2,1,1,1,29
316,1,1,53,2,1,10,2,1,3,1,1,3,3,3,2,2,4,2,3,3,2,2,2,1,2,2,3,2,2,2,3,3,4,3,3,3,3,1,3,3,2,2,2,2,1,1,3,3,3,2,2,2,3,3,3,1,2,2,2,1,1,2,4,2,2,2,1,3,2,3,4,2,3,2,2,2,2,3,55,2,3,3,1,3,3,3,37,48,25,1,1,1,0,0,1,3,1,1,1,0,2,1,2,3,1,2,1,1,1,1,2,27
317,1,2,58,3,1,10,2,1,1,3,2,2,3,3,1,1,2,2,3,4,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,4,3,3,9,3,3,3,3,1,1,1,1,1,1,2,2,3,2,2,2,1,3,2,2,2,2,2,2,2,2,50,2,4,4,3,3,3,3,45,58, ,0,0,0,0,0,0,1,1,2,1,1,1,0,2,1,1,1,1,1,1,1,1,17
318,1,1,70,2,1,10,2,1,1,2,1,2,1,4,3,1,2,1,3,3,4,1,3,3,3,2,4,3,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,1,1,1,2,1,2,2,2,2,2,2,2,2,2,4,2,2,3,2,2,2,4,38,4,2,4,3,4,1,4,45,73,39,0,0,0,1,0,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,3,23
319,1,1,53,3,1,13,1,1,1,2,2,4,3,2,4,4,4,4,1,1,4,4,1,1,1,1,4,4,1,1,4,3,4,1,1,4,3,1,1,4,4,1,1,1,1,1,4,3,4,3,2,2,1,4,4,4,2,2,3,2,3,3,4,4,4,4,2,4,3,3,3,3,3,3,2,3,2,4,55,2,1,1,1,1,1,1,20,45,31,1,1,2,1,2,2,3,3,3,3,1,3,2,2,2,2,2,2,1,2,1,3,44
320,1,1,54,2,1,7,2,1,1,2,1,3,2,3,2,1,3,1,3,3,3,2,3,2,3,3,3,3,3,3,4,3,3,3,3,4,3,2,3,3,3,3,3,3,2,2,3,3,2,3,3,3,4,3,3,3,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,54,3,3,4,2,4,2,3,44,59,30,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,18
321,1,1,58,3,1,7,1,1,4,2,1,3,2,3,2,1,2,2,3,3,2,1,3,2,2,3,3,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,3,4,3,3,3,4,3,3,3,4,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,50,3,3,4,3,3,3,4,45,74,32,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,20
322,1,1,57,2,1,7,2,2,1,3,2,3,2,3,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,1,51,3,3,3,3,3,3,3,45,59,30,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,11
323,1,2,59,3,1,7,2,2,2,3,1,3,2,4,2,1,2,1,4,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,2,1,1,1,1,49,3,3,4,3,4,3,3,49,62,30,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,9
324,1,2,50,2,1,14,3,4,1,2,1,3,2,2,2,2,2,2,3,3,2,2,3,3,4,3,3,3,4,4,3,3,3,3,3,4,3,4,4,3,4,3,3,3,4,3,4,4,3,4,4,3,3,4,4,4,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,58,3,3,3,3,3,3,3,45,67,37,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,15
325,1,1,68,2,1,14,2,2,1,1,2,3,2,3,2,2,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,2,1,2,2,2,3,40,3,3,3,2,3,3,3,44,56,30,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,2,11
326,1,2,61,2,1,14,2,3,1,1,1,3,3,3,2,1,2,2,4,4,2,3,3,2,3,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,3,3,1,2,2,1,2,3,3,2,3,2,2,2,2,3,3,2,3,3,2,2,2,2,47,2,3,4,3,3,3,2,45,78,33,0,1,1,0,1,2,2,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,27
327,1,2,60,2,3,14,2,1,1,3,1,3,3,3,3,1,2,2,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,1,3,3,2,1,1,2,3,2,3,2,3,3,3,2,3,3,3,3,1,2,1,2,1,2,4,3,2,2,2,2,2,2,3,2,2,3,1,2,2,2,48,2,2,4,3,3,3,3,40,51,28,0,1,0,1,0,1,3,2,1,1,1,1,1,1,2,1,1,2,0,1,1,1,23
328,1,1,57,3,1,14,2,2,1,2,1,2,2,3,2,2,2,1,3,3,1,2,3,3,3,3,4,4,4,3,4,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,4,4,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,51,3,3,3,3,4,4,3,46,66,34,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,17
329,1,1,69,3,1,14,1,2,1,2,2,2,2,3,2,2,3,1,3,2,2,2,3,2,3,2,3,3,2,2,2,3,4,3,3,3,4,1,3,4,4,3,3,3,2,3,3,3,3,3,3,3,4,4,4,3,1,2,3,2,2,2,2,3,2,1,1,2,1,1,2,2,2,2,1,2,1,3,39,3,3,3,2,4,3,3,41,58,33,0,1,2,1,1,1,1,2,1,0,0,1,0,0,1,1,1,1,0,1,0,2,18
330,1,2, ,3,1,99,3,2,1,4,1,3,1,3,1,1,1,2,3,3,2,2,4,3,3,3,3,3,3,4,4,3,3,2,4,4,4,3,4,4,4,3,3,3,3,3,3,3,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1, ,4,4,4,4,3,3,3,50,67,36,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,7
331,1,1,66,3,1,1,1,2,1,1,1,3,3,3,2,2,3,2,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,1,2,3,1,1,2,3,3,3,2,1,2,1,2,3,2,2,2,2,2,2,2,42,2,3,3,2,3,3,3,41,54,29,0,1,2,0,0,1,2,2,2,1,0,1,0,1,2,1,1,1,1,1,1,1,22
332,1,1,65,2,9,1,1,2,1,3,2,3,2,3,3,1,3,2,3,3,2,1,2,2,2,3,3,3,2,2,3,2,3,3,3,3,2,1,2,3,3,2,2,2,2,2,3,3,3,3,3,2,3,3,3,2,1,2,1,2,1,2,2,3,2,1,1,2,1,3,3,2,1,2,1,2,2,2,43,3,2,4,2,3,3,4,42,48,28,0,1,0,1,0,1,1,2,1,0,0,1,0,2,2,1,0,1,0,1,1,1,17
333,1,2,57,3,1,1,2,2,2,2,1,4,2,3,2,1,1,1,4,3,2,3,3,3,4,4,3,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,4,4,4,3,4,4,4,3,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,51,3,3,4,4,4,3,2,51,62,36,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,14
334,1,1,70,3,1,1,1,1,2,3,2,3,3,2,3,2,2,2,3,3,3,2,2,1,3,2,3,3,3,3,1,3,3,3,3,3,4,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,4,3,3,2,1,3,2,3,3,3,2,2,2,2,2,2,38,2,2,3,3,3,2,3,37,54,30,0,1,1,1,1,1,3,2,2,1,0,2,1,2,2,2,1,1,1,1,1,1,28
335,1,2,63,3,9,2,2,2,2,2,1,2,2,2,2,2,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,45,3,3,3,2,3,3,3,42,60,30,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,16
336,1,1,69,3,1,2,1,2,1,3,2,2,2,3,2,2,2,2,3,2,4,2,3,2,3,2,3,2,2,2,2,2,3,3,3,3,2,2,2,3,2,2,3,3,2,3,3,3,3,2,3,3,3,3,2,2,1,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,3,2,2,2,2,39,3,3,3,3,3,1,3,39,49,27,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,2,1,1,1,1,18
337,1,2,57,2,1,2,1,1,2,2,1,3,1,4,1,1,2,1,3,3,2,2,3,3,3,3,4,4,4,3,4,3,3,3,3,3,3,2,3,4,4,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,1,1,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,2,2,2,3,51,4,4,4,3,4,3,3,50,65,37,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,2,1,1,1,2,15
338,1,2,61,3,9,2,2,2,1,2,2,2,2,3,2,1,2,1,4,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,47,3,3,4,3,4,3,4,48,60,31,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,13
339,1,1,57,3,1,2,2,2,2,2,2,4,2,4,2,1,2,1,3,3,2,2,3,3,3,3,3,9,3,4,4,3,3,3,3,3,3,2,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,1,1,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,2,51,3,3,4,3,4,3,3,49, ,33,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,11
340,1,2,69,2,1,2,2,2,1,4,1,3,3,3,2,1,2,1,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,3,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,2,2,2,2,2,2,1,2,1,1,2,3,1,3,1,1,1,2,39,2,3,4,3,4,4,3,47,65,30,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,2,0,2,0,0,0,1,14
341,1,2,50,2,4,2,1,1,1,1,2,4,2,3,2,2,3,2,3,3,2,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,58,3,3,3,2,3,3,3,45,60,30,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,5
342,1,1,72,3,4,2,2,2,2,3,2,3,2,3,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,36,3,3,3,3,3,3,3,45,60,30,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,8
343,1,1,58,3,1,2,1,2,3,3,2,3,1,4,4,2,3,2,4,3,2,1,4,4,4,4,4,3,4,4,3,3,3,3,4,4,4,4,3,4,4,4,4,4,3,4,3,3,4,4,4,3,3,4,4,4,1,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,50,4,1,3,2,3,3,4,50,73,36,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,13
344,1,2,58,2,1,2,2,2,1,2,2,2,2,3,2,2,2,2,3,3,2,1,3,2,2,3,3,3,3,4,3,2,3,3,3,3,4,2,3,4,4,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,2,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,50,3,3,3,3,3,3,4,43,60,30,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,12
345,1,2,52,3,3,2,2,1,1,3,2,3,1,4,1,1,2,1,4,4,1,2,3,3,3,3,4,4,4,3,4,3,3,3,4,4,4,3,4,4,4,3,3,3,3,3,4,3,3,3,3,4,4,4,4,4,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,56,4,4,4,3,4,4,3,53,70,36,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,13
346,1,2,66,2,1,2,1,1,1,3,1,2,3,2,2,1,3,2,4,4,2,1,2,2,2,2,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,3,3,3,4,3,2,2,3,3,2,2,1,2,2,1,1,2,2,2,2,1,2,2,1,1,2,2,1,2,1,1,1,3,42,2,3,4,2,3,3,4,41,55,27,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,2,13
347,1,2,53,3,9,2,1,1,1,1,9,4,3,3,3,3,2,2,3,2,2,3,1,2,2,2,3,2,2,2,2,1,1,3,3,2,2,2,3,2,1,2,2,2,2,2,3,3,3,2,3,2,2,3,3,2,1,2,2,9,1,3,3,2,3,3,2,2,9,1,3,2,2,2,3,3,2,2,55,2,2,2,3,3,3,2,36,41,26,0,1,1, ,0,2,2,1,2,2,1,1, ,0,2,1,1,1,2,2,1,1, 
348,1,1,63,2,2,2,2,1,3,2,1,4,3,3,4,3,3,3,3,3,1,1,2,1,2,2,4,4,2,3,3,3,3,2,3,3,3,4,4,4,4,4,3,3,3,3,3,2,4,3,3,1,3,3,3,1,1,2,3,1,2,2,2,2,2,2,1,3,1,2,2,2,2,2,4,3,3,4,45,2,1,2,2,2,4,4,37,65,26,0,1,2,0,1,1,1,1,1,1,0,2,0,1,1,1,1,1,3,2,2,3,26
349,1,1,59,3,2,2,2,2,9,2,1,3,2,3,2,2,2,2,3,3,2,3,2,2,2,2,3,3,2,3,3,2,3,3,3,3,2,9,4,2,1,3,3,3,3,3,3,2,3,3,3,2,3,3,3,2,1,2,2,2,2,2,3,2,3,2,1,2,2,1,3,2,2,3,2,3,2,2,49,3,3,3,3,3,3,2,40, ,27,0,1,1,1,1,1,2,1,2,1,0,1,1,0,2,1,1,2,1,2,1,1,24
350,1,2,67,3,2,2,1,4,1,4,9,3,3,2,2,2,2,2,1,3,4,2,2,1,2,2,2,3,2,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,2,2,4,3,2,2,3,1,2,4,4,4,3,2,41,2,3,3,3,3,1,3,34,55,21,1,1,1,1,1,3,3,2,1,1,3,2,1,1,2,0,1,3,3,3,2,1,37
351,1,2,40,3,3,2,2,3,3,4,2,4,1,4,1,1,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,68,4,4,4,4,4,4,4,60,79,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
352,1,1,74,2,3,2,2,1,1,3,1,4,1,4,1,1,1,3,3,4,3,2,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,3,3,2,3,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,34,4,4,4,4,2,2,3,52,72,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
