ID,type,v1性別,v2出生年,v3學歷,v4任教學校類型,v5任教學校地點的所在縣市,v6擔任志工的頻率,v7參與宗教活動（如祈禱、誦經、慶典或參拜儀式等）的頻率,v8練習靜坐、冥想的頻率,v9使用社群網路平台（Facebook、Line、Twitter、We-Chat、Skype等）的頻率,v10是否有意願參加本研究於寒暑假期間辦理的教師心理健康促進工作坊,a01,a02,a03,a04,a05,a06,a07,a08,a09,a10,a11,a12,a13,a14,a15,b01,b02,b03,b04,b05,b06,b07,b08,b09,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,c01,c02,c03,c04,c05,c06,c07,c08,c09,c10,d01,d02,d03,d04,d05,d06,d07,d08,d09,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,d20,d21,d22,age,aa2,aa4,aa5,aa6,aa7,aa10,aa11,A_score,B_score,C_score,dd01,dd02,dd03,dd04,dd05,dd06,dd07,dd08,dd09,dd10,dd11,dd12,dd13,dd14,dd15,dd16,dd17,dd18,dd19,dd20,dd21,dd22,D_score
588,1,2,59,3,1,16,2,3,2,4,1,2,2,4,2,1,2,2,3,3,3,2,3,3,3,3,3,4,3,3,4,3,3,3,3,3,4,3,3,4,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,49,3,3,4,3,3,2,3,45,65,32,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21
589,1,1,59,4,1,15,1,2,1,4,2,2,4,3,3,1,3,1,3,3,3,2,2,2,1,2,4,2,3,3,3,3,3,3,4,4,3,2,3,3,3,3,3,3,2,2,3,2,4,3,2,2,3,3,2,2,2,1,2,3,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,3,2,2,49,1,2,4,2,4,2,3,36,59,26,1,0,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,30
590,1,1,57,2,1,15,1,2,1,2,1,3,3,3,2,2,3,2,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,51,2,3,3,2,3,2,3,42,61,30,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,16
591,1,2,54,2,1,15,2,2,1,3,2,3,2,3,2,1,2,1,4,3,2,2,3,2,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,54,3,3,4,3,4,3,3,47,63,31,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,8
592,1,1,57,2,1,15,1,1,1,3,2,3,2,3,2,2,3,2,3,3,3,2,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,1,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,1,1,1,1,51,3,3,3,2,3,2,3,43,54,30,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,10
593,1,2,46,2,1,15,1,1,1,2,2,2,2,3,2,2,2,2,3,3,3,3,2,2,3,2,3,3,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,2,3,3,3,2,3,3,3,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,3,62,3,3,3,3,3,2,2,39,55,27,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,26
594,1,2,71,3,1,15,2,1,1,1,2,4,1,4,1,1,1,1,1,4,4,1,4,4,1,4,4,4,4,1,4,4,4,4,4,4,1,1,1,4,1,1,1,3,1,2,2,4,4,4,1,4,4,4,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,4,4,4,4,4,1,4,51,53,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
595,1,1,63,3,1,15,2,2,1,3,2,4,2,4,2,1,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45,3,3,4,4,4,4,4,58,75,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,1,1,55,3,3,15,2,1,1,1,2,3,3,2,2,2,3,2,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,2,3,2,2,2,3,2,2,2,3,2,3,3,2,2,2,3,3,2,2,3,3,2,3,3,53,2,3,3,2,3,3,3,40,58,28,1,1,2,1,1,1,2,1,2,2,1,1,1,2,2,1,1,2,2,1,2,2,32
597,1,2,60,2,1,15,1,4,1,2,2,3,4,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,4,3,4,3,3,4,4,3,4,4,4,3,3,3,4,4,4,3,3,4,3,4,4,4,4,4,3,2,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,48,1,2,2,2,1,1,1,36,70,36,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,16
598,1,1,55,9,3,15,2,1,1,1,1,2,2,3,3,1,2,3,3,2,4,2,2,3,3,2,4,3,2,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,1,2,1,1,3,3,3,3,2,1,2,1,2,2,2,3,4,2,3,3,4,4,53,3,2,4,3,2,1,3,38,54,28,0,1,0,0,2,2,2,2,1,0,1,0,1,1,1,2,3,1,2,2,3,3,30
599,1,1,61,2,2,15,1,3,1,3,1,2,2,3,1,1,3,1,4,3,2,2,3,3,3,3,4,3,4,3,4,3,3,3,3,3,3,2,3,3,4,3,3,3,2,3,4,3,4,3,4,3,4,4,4,4,1,2,2,2,1,2,3,2,3,2,2,2,2,2,2,2,2,2,2,1,1,2,47,3,4,4,2,4,3,3,47,62,37,0,1,1,1,0,1,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,1,20
600,1,2,50,2,1,15,1,3,1,2,2,4,2,4,1,1,2,1,3,3,2,2,3,3,3,4,3,3,4,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,3,2,1,2,2,58,3,4,4,3,4,3,3,51,63,39,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2,1,0,1,1,14
601,1,1,52,3,1,15,2,2,3,3,1,2,2,3,2,1,1,1,3,3,1,1,3,3,3,2,3,3,3,3,3,3,4,3,4,3,3,2,2,3,3,3,3,3,2,3,4,3,4,3,3,3,4,3,3,3,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,56,3,3,4,4,4,4,4,48,59,33,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,20
602,1,2,59,3,2,15,1,2,1,3,2,2,2,3,2,2,2,1,4,3,1,2,2,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,49,3,3,3,3,4,4,3,44,61,28,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,10
603,1,1,69,2,2,15,1,3,1,3,2,4,2,4,2,2,1,1,3,3,2,1,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3,4,3,2,3,3,3,3,3,4,4,4,4,4,3,3,4,3,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,3,3,3,4,4,3,4,54,66,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
604,1,1,64,3,2,15,2,2,1,2,2,3,2,2,2,2,2,2,1,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,1,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,3,2,2,2,2,44,3,3,3,3,3,3,3,42,57,30,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,2,1,1,1,1,18
605,1,2,65,3,3,15,2,3,1,3,2,3,3,4,4,1,2,2,4,3,1,1,4,3,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,4,2,4,4,4,2,4,4,2,4,4,4,3,4,3,4,3,2,2,3,4,4,3,3,3,4,2,2,2,2,1,2,2,2,2,1,1,2,4,43,2,1,4,3,3,4,4,50,69,35,1,1,2,3,3,2,2,2,3,1,1,1,1,0,1,1,1,1,0,0,1,3,31
606,1,1,59,2,1,15,1,4,3,2,9,3,2,4,2,1,2,2,3,3,1,1,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,1,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,1,49,3,3,4,3,3,4,4,49,70,30,0,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,1,0,17
607,1,2,69,2,4,15,2,2,2,1,1,3,2,3,1,1,2,1,3,3,2,1,3,3,4,4,4,3,3,3,4,3,3,3,4,3,3,4,4,4,4,3,3,3,2,3,3,3,4,3,3,3,4,3,3,3,1,1,2,1,2,2,3,2,3,2,2,2,1,2,2,2,2,2,1,2,1,2,39,3,4,4,3,4,3,4,51,66,32,0,0,1,0,1,1,2,1,2,1,1,1,0,1,1,1,1,1,0,1,0,1,18
608,1,1,45,3,4,15,2,1,1,2,2,3,2,4,1,3,1,1,4,4,1,1,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,1,2,2,1,1,1,1,1,1,3,3,3,3,3,4,3,3,3,2,1,1,1,1,1,1,3,2,1,1,1,1,1,1,3,2,2,3,2,2,2,2,63,3,4,2,4,4,4,4,54,44,30,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,1,2,1,1,1,1,13
609,1,2,63,3,1,15,1,2,1,2,1,3,2,3,2,1,1,2,3,3,2,2,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,3,3,4,4,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,45,3,3,4,4,3,3,3,47,64,31,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,20
610,1,2,63,2,2,15,1,3,1,1,1,3,2,3,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,45,3,3,3,3,3,3,3,45,60,30,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5
611,1,2,57,2,1,15,4,2,2,4,1,3,2,3,2,1,1,1,4,4,3,2,3,3,3,3,4,4,3,4,4,3,3,3,4,4,3,3,3,4,4,4,4,4,4,4,3,3,4,3,3,3,4,4,4,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,51,3,3,4,4,4,2,3,49,73,34,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23
612,1,1,56,2,1,14,1,2,1,2,1,3,2,3,2,1,3,2,3,2,2,2,3,3,4,4,3,3,4,3,4,3,4,2,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,1,1,2,2,1,2,3,2,2,2,2,2,3,2,2,2,2,3,1,1,2,2,52,3,3,4,2,3,3,3,46,60,31,0,0,1,1,0,1,2,1,1,1,1,1,2,1,1,1,1,2,0,0,1,1,20
613,1,1,59,2,3,14,1,4,4,2,2,3,3,3,2,2,2,4,2,3,3,4,4,4,2,4,2,4,3,4,3,4,4,4,4,2,4,4,1,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,1,2,1,3,3,2,2,3,2,1,1,1,49,2,3,3,3,1,2,1,40,71,30,0,0,0,0,0,0,0,1,1,1,0,1,0,2,2,1,1,2,1,0,0,0,13
614,1,1,63,2,1,14,3,2,4,3,2,4,3,3,2,1,2,2,3,3,2,2,2,2,3,3,3,4,3,3,3,3,3,3,2,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,3,1,2,2,2,1,2,3,2,3,2,2,2,2,3,3,2,3,3,1,2,2,3,45,2,3,4,3,3,3,3,44,67,33,0,1,1,1,0,1,2,1,2,1,1,1,1,2,2,1,2,2,0,1,1,2,26
615,1,2,51,2,4,14,2,1,1,2,1,3,2,3,1,2,2,2,3,3,2,2,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,1,1,1,2,1,1,2,1,2,1,1,2,1,2,2,2,2,2,1,2,1,2,57,3,4,3,3,3,3,3,47,60,31,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,11
616,1,2,55,3,3,14,1,2,1,3,1,3,2,4,2,1,2,2,3,3,2,2,3,3,4,3,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,53,3,3,4,3,3,3,3,48,63,31,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
617,1,2,57,3,1,14,1,2,1,3,2,3,2,4,1,1,2,1,3,4,2,2,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,1,2,1,1,1,2,51,3,4,4,3,4,3,3,50,66,31,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,8
618,1,2,54,2,2,14,1,2,1,1,2,3,2,2,2,2,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,54,3,3,3,2,3,3,3,43,55,30,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,19
619,1,2,68,2,1,14,1,1,1,2,1,2,2,3,2,2,3,2,3,3,2,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,40,3,3,3,2,3,3,4,41,59,30,0, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, 
620,1,1,62,3,2,14,1,3,1,2,2,2,2,4,2,1,2,2,3,3,2,2,3,3,4,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,3,3,3,1,2,2,2,1,2,3,2,2,2,1,2,1,2,3,1,1,2,2,2,3,3,46,3,3,4,3,3,3,3,47,62,33,0,1,1,1,0,1,2,1,1,1,0,1,0,1,2,0,0,1,1,1,2,2,20
621,1,2,74,2,1,14,1,1,1,2,1,2,2,3,2,1,2,2,3,3,1,1,3,3,3,3,4,4,3,3,4,3,3,3,3,4,3,2,3,3,3,3,3,2,2,3,4,3,4,4,3,3,4,3,3,3,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,34,3,3,4,3,3,4,4,47,61,34,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,6
622,1,1,45,2,2,14,2,1,1,2,1,3,2,3,2,1,1,1,3,3,2,2,3,3,3,4,3,3,3,4,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,2,1,1,2,1,1,3,2,2,1,1,1,1,2,63,3,3,4,4,4,3,3,49,63,31,0,0,0,0,0,1,1,1,1,0,0,1,0,0,2,1,1,0,0,0,0,1,10
623,1,2,65,2,1,14,1,2,1,3,2,3,2,3,2,2,9,2,4,4,2,2,4,4,4,4,4,3,4,3,4,3,3,3,4,4,4,9,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,43,3,3,3, ,3,3,3, , ,35,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,14
624,1,1,64,2,4,14,3,3,1,2,2,3,2,2,2,2,3,2,3,3,3,3,2,2,2,2,3,3,2,2,3,3,3,3,3,3,2,2,2,3,3,2,2,2,2,2,3,2,2,3,3,2,3,3,3,2,1,2,2,2,2,2,3,3,2,2,2,2,2,4,4,2,2,2,1,1,1,2,44,3,3,3,2,3,2,2,37,50,26,0,1,1,1,1,1,2,2,1,1,1,1,1,3,3,1,1,1,0,0,0,1,24
625,1,2,74,3,4,14,2,2,1,3,2,4,3,3,3,2,3,4,3,2,3,3,3,2,3,4,3,3,4,3,2,3,3,4,3,3,4,3,3,3,4,3,3,2,3,3,3,3,3,4,3,2,3,3,4,3,3,3,4,3,3,2,3,3,4,3,4,3,3,4,4,3,2,2,3,3,3,4,34,2,2,3,2,1,2,2,38,62,31,2,2,3,2,2,1,2,2,3,2,3,2,2,3,3,2,1,1,2,2,2,3,47
626,1,2,74,2,1,14,2,2,1,3,2,3,3,3,3,2,2,2,3,3,3,2,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,2,1,2,2,2,1,3,3,2,2,1,1,3,3,4,4,3,3,3,2,3,1,2,34,2,2,3,3,3,2,3,39,59,27,0,1,1,1,0,2,2,1,1,0,0,2,2,3,3,2,2,2,1,2,0,1,29
627,1,2,72,2,1,14,2,1,1,2,2,3,2,3,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,36,3,3,3,3,3,2,3,38,55,28,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,19
628,1,1,75,2,1,13,2,2,1,2,1,3,2,3,2,2,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,33,3,3,3,2,3,3,3,44,60,30,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,16
629,1,2,56,2,1,13,2,2,1,2,2,3,3,3,2,2,2,2,3,3,2,2,3,3,3,3,4,4,3,4,3,3,3,3,4,3,4,2,3,4,4,2,3,3,3,3,3,3,4,4,4,4,4,4,4,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,52,2,3,3,3,3,3,3,44,65,37,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
630,1,1,63,2,1,13,1,3,1,2,1,3,2,3,1,1,2,1,4,3,1,2,2,2,2,2,3,3,3,3,3,4,4,3,4,4,3,3,3,3,4,3,3,4,3,3,4,3,4,3,4,3,4,3,4,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,1,45,3,4,4,3,4,4,3,46,66,35,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,0,0,18
631,1,2,73,2,1,13,3,1,1,3,2,3,3,4,2,1,2,1,4,3,1,1,3,3,3,3,4,4,4,3,3,3,4,3,3,4,3,1,2,3,3,3,3,3,2,3,4,3,4,4,4,4,4,4,4,4,1,1,1,1,1,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,1,2,35,2,3,4,3,4,4,4,50,61,39,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,12
632,1,2,57,2,1,13,1,1,1,4,2,2,2,3,1,1,2,1,4,3,1,2,3,3,4,3,4,2,3,2,3,2,2,2,4,4,4,2,2,3,3,3,3,3,2,3,4,3,4,3,3,3,4,3,3,3,1,1,2,2,1,2,1,2,2,1,1,2,1,2,3,1,2,1,2,2,2,2,51,3,4,4,3,4,4,3,50,56,33,0,0,1,1,0,1,0,1,1,0,0,1,0,1,2,0,1,0,1,1,1,1,14
633,1,2,56,2,1,13,2,1,1,4,2,3,1,3,2,1,1,1,4,4,1,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,52,4,3,4,4,4,4,4,55,79,38,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,16
634,1,1,53,3,1,13,4,2,2,4,2,2,3,2,4,2,3,3,2,2,3,3,1,1,1,1,3,3,1,2,2,2,3,3,3,4,3,3,2,3,3,3,2,3,2,3,3,1,3,2,1,1,3,3,2,1,2,3,3,3,3,4,4,4,4,4,4,4,4,3,4,3,2,3,3,2,3,4,55,2,1,3,2,2,2,2,26,53,20,1,2,2,2,2,3,3,3,3,3,3,3,3,2,3,2,1,2,2,1,2,3,51
635,1,2,69,3,1,13,2,2,1,3,1,3,1,4,1,1,1,1,3,3,2,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,3,4,3,3,3,3,2,3,3,3,4,3,3,3,3,3,3,3,1,2,2,2,1,2,3,2,3,2,1,2,4,4,3,2,2,3,2,2,3,2,39,4,4,4,4,4,3,4,52,57,31,0,1,1,1,0,1,2,1,2,1,0,1,3,3,2,1,1,2,1,1,2,1,28
636,1,1,63,3,1,13,1,1,1,2,2,3,2,2,3,1,3,2,3,3,2,2,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,3,45,3,2,4,2,3,3,3,43,60,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,6
637,1,1,48,2,2,13,1,1,1,2,1,3,1,4,1,1,1,1,4,3,2,2,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60,4,4,4,4,4,3,3,55,59,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
638,1,2,70,2,2,13,2,2,1,2,2,2,2,3,2,2,2,2,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,2,1,2,2,2,2,2,2,2,2,1,3,3,2,2,2,1,2,2,2,38,3,3,3,3,3,3,3,43,59,29,0,1,1,0,1,1,1,1,1,1,1,1,0,2,2,1,1,1,0,1,1,1,20
639,1,2,49,3,1,13,2,2,1,2,1,3,2,3,2,1,2,2,3,3,2,2,3,3,3,3,3,3,3,4,3,4,4,3,4,4,4,3,3,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,59,3,3,4,3,3,3,3,46,70,40,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,12
640,1,2,61,3,1,12,1,2,1,2,2,2,3,3,2,2,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,47,2,3,3,3,2,3,3,42,60,30,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21
641,1,2,52,3,1,12,3,2,2,3,1,3,3,3,2,1,2,2,3,3,3,3,4,4,3,3,4,3,4,3,3,3,4,3,4,3,3,2,2,3,3,3,3,3,2,3,3,3,4,3,3,3,4,3,3,3,1,1,2,1,1,2,2,2,2,1,1,2,2,1,3,2,1,3,1,1,1,1,56,2,3,4,3,3,2,2,45,61,32,0,0,1,0,0,1,1,1,1,0,0,1,1,0,2,1,0,2,0,0,0,0,12
642,1,2,56,2,1,12,2,1,1,2,1,3,2,4,1,1,1,1,3,4,2,2,3,4,3,4,4,4,3,4,4,3,3,3,4,3,3,3,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,1,1,1,1,1,2,2,3,2,1,1,1,1,1,3,3,2,2,1,1,1,2,52,3,4,4,4,4,3,3,53,68,39,0,0,0,0,0,1,1,2,1,0,0,0,0,0,2,2,1,1,0,0,0,1,12
643,1,2,56,3,4,12,2,2,1,3,1,2,2,3,2,3,1,2,4,4,2,2,3,3,3,3,3,3,4,3,4,3,3,3,4,4,3,2,3,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,2,2,2,2,2,1,1,2,1,3,2,2,2,2,2,2,2,1,52,3,3,2,4,3,3,3,46,67,30,0,0,0,1,1,1,1,1,1,0,0,1,0,2,1,1,1,1,1,1,1,0,16
644,1,2,50,3,1,12,4,1,1,2,1,3,2,4,1,1,1,1,3,3,2,2,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,3,2,2,2,4,4,4,4,4,4,4,4,4,4,1,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,58,3,4,4,4,4,3,3,52,70,40,0,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,21
645,1,2,69,2,2,10,2,2,1,2,1,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3,2,2,2,2,2,3,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,39,2,3,3,3,2,2,2,39,52,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22
646,1,1,67,3,2,10,1,3,3,2,2,3,2,3,2,2,3,2,3,3,2,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,41,3,3,3,2,3,3,3,44,69,31,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,20
